Title,Cap1,Cap2,Cap3
frame0-01-16.36.jpg,a person is brushing his dog's hair while someone is tying him,there is an image of someone cutting another person's hair,someone is doing something to cut a dog's hair
frame0-01-16.52.jpg,the scissors are being used to cut a man's hair,a person getting a haircut by another man,a woman cutting another woman's hair with a pair of scissors
frame0-01-16.68.jpg,man shaves blonde hair using scissors to trim it,a person is shaving a mans hair while holding scissors,a woman is cutting the ends of a dog's hair
frame0-01-16.84.jpg,the person is getting their hair cut by an old man,the person is getting their hair cut by another person,a woman is getting her hair brushed
frame0-01-17.00.jpg,a man getting his haircut by another person,man cutting girl's hair with scissors,a person with grey hair is getting their dog hair trimmed
frame0-01-17.20.jpg,a man with a small dog is cutting his hair,the person is getting his dog's hair cut,a woman getting her hair cut with scissors
frame0-01-17.36.jpg,a dog being held by two people while they get their haircuts done,a person getting their hair cut at a barber shop,man cuts his dog's hair while another man looks on
frame0-01-17.52.jpg,a man getting his hair cut while someone else cuts the beard,someone cutting the tail of a dog with scissors,the dog is being examined and put in a man's hair
frame0-01-17.68.jpg,this is an image of someones hands being trimming their hair,this is a guy cutting the hair for a woman,a woman is getting her hair brushed by the man
frame0-01-17.84.jpg,the hands of a barber who is shaving a dog's hair,two hands that are holding scissors and hair,a man is cutting another person's hair
frame0-01-18.00.jpg,a man wearing a white coat is doing a haircut,this woman is tying the tails of a dog,a woman is trimming a man's hair with scissors
frame0-01-18.20.jpg,two hands holding some scissors while working with a dog,a person cutting a man's hair with scissors,a woman is cutting something with shears
frame0-01-18.36.jpg,a woman who is fixing someones fur,a person cutting someone's hair with scissors,a woman cutting someones hair with a hair clip
frame0-01-18.52.jpg,someone cutting and trimming another person's fur,a woman is cutting the end of her hair with scissors,someone cutting something with a pair of scissors
frame0-01-18.68.jpg,a woman cutting another persons hair with an electric shear,man in hairdressing using small object to brush his hair,a person cutting another persons hair while wearing gloves
frame0-01-18.84.jpg,the person is grooming the dogs head and wearing a long white beard,two people are cutting up the fur on a horse,a man cutting a mans hair with scissors
frame0-01-19.00.jpg,a person cuts hair with a pony pooch,the dog is being held in his owners hands,a person is trimming the muzzle of a dog's head
frame0-01-19.20.jpg,a dog being examined and put on by a person,a person using scissors to cut a dog's hair,a small dog sitting in a chair being examined
frame0-01-19.36.jpg,a person using shears to cut something off,dog being given a bite by a woman with a pair of scissors,a person who is cutting something with a dog
frame0-01-19.52.jpg,a person putting something in a small dog's ear,someone is showing their dog how to use a toy,a man shearing another mans fur with a horse
frame0-01-19.68.jpg,a man has an umbrella to help his dogs grow their hair,a man is shaving the fur of a white bearded dog,the man is shaving another mans hair
frame0-01-19.84.jpg,a man has dogs nails to brush his fur,a man that is cutting up another mans hair,a close up of a person shearing another persons dog
frame0-01-20.00.jpg,a person is shaving another persons hair,someone that is trimming another dog's hair with scissors,the person is combing the dog's hair while getting ready for the party
frame0-01-20.20.jpg,an animal getting a hair cut at the animal farm,an image of a woman grooming a dog,a person that is shaving another dog's ear
frame0-01-20.36.jpg,a man that has a dog and a key in his hands,a person pets a dog's face as it gets his teeth brushed,a person is petting a dog while another pets it
frame0-01-20.52.jpg,a dog getting its face shaved and teeth brushed,the cat is getting help from the person who is holding it in their arms,two people that are petting some animals
frame0-01-20.68.jpg,two people feed a baby hedge a tiny piece of bread,man is holding a baby hedge as he gets his hair brushed,the hands of two dogs are grooming each other
frame0-01-20.84.jpg,a person wearing a white wig cutting something with scissors,someone using a tool to cut off the head of a rodent,two cats are sitting in their owners hands
frame0-01-21.00.jpg,a man that is cutting something off of a paper,a man cutting another mans fur with scissors,two hands holding scissors in each hand with white hair
frame0-01-21.20.jpg,there are many hands that can be used to trim something,person using a pair of shears to cut hair,a close up of two hands shaving someones hair
frame0-01-21.36.jpg,the dog has his nose brushed up as he looks at the scissors,the woman is grooming her small dog's hair,two hands hold scissors as a dog looks on
frame0-01-21.52.jpg,man in black shirt shearing off dog hair on stage,this is a person cutting up hair with scissors,a hairdresser dries off a cat's tail in preparation for a costume
frame0-01-21.68.jpg,a woman in a wedding dress is holding a pair of scissors,someone who is cutting something off with scissors,the hands of a person who is cutting fabric
frame0-01-21.84.jpg,two hands are cutting an uncutted piece of paper with scissors,a man holding an open piece of metal to cut another part of material,a barber trimming a womans beard with scissors
frame0-01-22.00.jpg,this man is making a thing on something in his hands,a man that is cutting something with scissors,the women has a hair stip on and it is being worked on
frame0-01-22.20.jpg,someone using a pair of scissors to cut the yarn off the stuffing,a close up of a person holding an object with one hand,a person using scissors to cut something into plastic
frame0-01-22.36.jpg,an older person putting something in their fingers,a person holding an animal's head with two hands,a man with long blonde hair is holding an animal
frame0-01-22.52.jpg,two people that are touching a puppy in their hands,a man shaving a small fluffy dog's hair,a woman showing someone how to brush her groom's hair
frame0-01-22.68.jpg,a man holding a cell phone in his hands,someone is working on the back of a bride's dress,an image of a person getting ready to use scissors
frame0-01-22.84.jpg,a couple of people that are cutting hair,a person holds their hands together to put something in the groomer's hair,a woman is holding a small kitten's nose
frame0-01-23.00.jpg,a person is petting a dog's tail on top of a table,two people are washing their hands with soap,a lady getting her pet at the veterinar's office
frame0-01-23.20.jpg,a man pets his small dog while taking care,someone giving a kitten a bath while on the phone,two hands hold a small cat with their hand
frame0-01-23.36.jpg,someone holding scissors and taking dog hair off a persons hand,a person is grooming the puppy with two shears,two hands hold the hair of a small dog
frame0-01-23.52.jpg,two hands holding metal part with small white dog and hair,two people are putting a dog's tail on an object,the person is putting something into a cup with one hand
frame0-01-23.68.jpg,a person cuts the ribbon on a dog's collar,a dog is getting its teeth brushed with a dental floss,a woman who is fixing something in a ring
frame0-01-23.84.jpg,the dog is playing with its owner while they are sitting together,an image of the woman using scissors to cut hair,a person is tying another persons shoe on the side of a door
frame0-01-24.00.jpg,a woman cutting a persons hair with scissors,two people peeling the metal of an object,two hands that are holding something next to a object
frame0-01-24.20.jpg,person is doing something with a cat's foot,two hands are holding a dog's nailbrush,someone cutting something with scissors on the counter
frame0-01-24.36.jpg,someone putting an ear clips on a dog,a man holding something in one hand and another holding something out,someone cutting a small furry bird into pieces
frame0-01-24.52.jpg,a person getting something off of their shoe,a person holding some small dog shoes with both hands,this person is holding something in his right hand
frame0-01-24.68.jpg,a person is grooming the dog with a comb,a man is holding a small dog as it tries to brush it's fur,a man is holding a dog and shearing the fur
frame0-01-24.84.jpg,a person cutting metal with scissors next to white fluffy dog,a man holds something while someone uses a small object to make something else look like a dog,there is a dog being groomed by its owner
frame0-01-25.00.jpg,someone is giving something to a small dog,a hand holding a small dog's head outside while a person holds it,the man is getting to use his dog's paw
frame0-01-25.20.jpg,dog getting his nose brushed by another man,a man brushing a dog's teeth with a dental tool,a dog getting a dental check at the pet store
frame0-01-25.36.jpg,a person is holding up two little animals,there is a small silver animal that has two hands,someone holds an object in the shape of a dog
frame0-01-25.52.jpg,the person is brushing his dog's hair with silver scissors,a person washing his hair in front of a mirror,a dog is getting his hair trimmed while someone watches
frame0-01-25.68.jpg,a person brushing their teeth with their dog,a dog licking its paws while standing next to a person,the dog is getting his nose brushed with someone
frame0-01-25.84.jpg,the dog is getting his nose brushed by a person,an dog is getting his teeth brushed by its owner,a person that is holding a device to a dog's nose
frame0-01-26.00.jpg,a dog and a person holding three smaller dogs,there are two dogs that are petting each other,"two dogs being playful in the tub, with one dog being petted"
frame0-01-26.20.jpg,a man giving a cat a bath with their face and paws,a blonde dog being brushed by someone with his hands,a blonde dog is getting his nose washed
frame0-01-26.36.jpg,a woman getting her hair brushed by someone with scissors,the woman is shaving the dog with an electric razor,someone holding scissors in their hand over a dog's head
frame0-01-26.52.jpg,a man holding scissors to the front of a cat,a man cuts off another mans hair with scissors,there is a small white dog being shaved
frame0-01-26.68.jpg,an old dog getting his nose brushed by a mans hand,the dog is getting it's hair brushed at the groom,a person holding a cat's paw while it's being brushed by another person
frame0-01-26.84.jpg,a person with some furry stuff on his fingers,a man is grooming his dog's fur with an object in hand,a person pets the back of a puppy
frame0-01-27.00.jpg,a man holds out his hand as a puppy is blow drying its hair,the hands are touching a dog's hair,someone trying to feed their small dog a drink
frame0-01-27.20.jpg,a dog is getting his hair cut and ready to give an extra dose,someone cuts a dog's hair with a pair of scissors,a woman cutting off her hair with a clipper
frame0-01-27.36.jpg,a cat is getting his hair brushed and it's owner holding it,a man is putting a small cat in his hand,a close up of a person petting a small animal
frame0-01-27.52.jpg,a man holding a cat out to its head,a person is holding a small cat inside their house,the cat is looking at the persons hand with it's paw
frame0-01-27.68.jpg,a person is holding a small dog that has long hair,a close up of two people giving the dog a bath,a dog being handed some of its fur by a woman
frame0-01-27.84.jpg,a close up of a dog's grooming process in the mirror,there is a cat that is getting it's hair brushed,a dog getting it's ear brushed by its owner
frame0-01-28.00.jpg,a person holding a pair of scissors while petting a dog,a person is grooming a dog with scissors,the person is putting a small dog's nails on its own leg
frame0-01-28.20.jpg,a dog is grooming its fur from a human's hand,two dogs with their mouths open are being groomed,this dog is having his hair cut while another mans looks on
frame0-01-28.36.jpg,a dog sitting on top of a bed playing with someones hands,a large dog holding onto another dog on a camera,there is a very large dog having his teeth brushed
frame0-01-28.52.jpg,a person is giving a dog something to touch with their paws,a dog with its paw on a table,a large brown and white dog giving a hand shake
frame0-01-28.68.jpg,a dog standing up next to a person and a dog,a man holds a dog with his paw,a small dog sitting on the floor with its tongue out
frame0-01-28.84.jpg,a woman is grooming the dog's fur with his owner,a brown and white dog staring up while its owner uses a tooth brush to brush his dog's teeth,"a dog with long hair and large, black eye"
frame0-01-29.00.jpg,a dog is sitting down and yawning with its mouth open,an adorable dog with long hair looks at the camera,a blonde dog has a pink tongue and a freckle on its head
frame0-01-29.20.jpg,a man plays with his white dog as he chews on it,a man playing with a small white dog on the floor,a man putting a toy in his mouth to a small dog
frame0-01-29.36.jpg,a man petting a dog who is chewing on it,a man kissing his dog on the nose,a person is kissing a dog on the floor
frame0-01-29.52.jpg,a man playing with a white dog next to a couch,a young man kneeling down to kiss a dog,a man playing with two small dogs and a person
frame0-01-29.68.jpg,a man is playing with his dog while lying on the floor,a man playing with his dog on the floor,man feeding small white dog with chewing on yellow toy
frame0-01-29.84.jpg,a man playing with two dogs on the floor,a man playing with his dog and chewing on his toy,a young man with a small white dog playing with toys
frame0-01-30.00.jpg,a man is crouched down near a white dog playing with tennis balls,a dog and its owner playing with small toy balls,the young man is petting the small white dog
frame0-01-30.20.jpg,there is a man playing with a dog,a man petting a dog on the ground,a man playing with a dog who is wearing rubber bracelets
frame0-01-30.36.jpg,a man playing with his dog while his hand is on the small toy,a man is playing with his dog on the floor,a man in a purple shirt is playing with a dog
frame0-01-30.52.jpg,the man is playing with his white dog in the room,a man in blue shirt and blue shorts petting a white dog,a man and his white dog playing with toy items
frame0-01-30.68.jpg,the man is playing with the dog in the room,a person that is petting a dog on the ground,a man in a purple shirt pets a white dog
frame0-01-30.84.jpg,man hugging his white dog by chewing on toy,"a man kisses his dog, with a toy nearby",a man kissing a white dog on the nose
frame0-01-31.00.jpg,a young man is playing with his dog on the floor,man is playing with his dog on the floor,man playing with white dog while licking his face
frame0-01-31.20.jpg,a man playing with his white dog in the living room,a man is playing with his dog on the floor,a person kissing a dog who is on the floor
frame0-01-31.36.jpg,the man is petting the white dog with his paws,a man and his dog are playing with something,man petting his dog while playing with its toys
frame0-01-31.52.jpg,there is a man and his dog that is petted,a man playing with his dog on the floor,a man and his dog are playing with some toy animals
frame0-01-31.68.jpg,a man is playing with a dog on the floor,a white dog and a white man and a couch,a man playing with a white dog in his living room
frame0-01-31.84.jpg,a man is kissing a white dog on the floor,a man holding a small dog while playing with a ball,a man is playing with a small dog
frame0-01-32.00.jpg,man with small white dog on the floor with blue pills,a person and a dog on the floor with pills,a man and white dog play with small yellow and blue toys
frame0-01-32.20.jpg,a man feeding his dog something while he plays with it,a man is grooming his dog in a living room,a man is brushing his dog's teeth and taking it off the floor
frame0-01-32.36.jpg,a man holding a dog with some pills in front of him,a man plays with a dog's ear,a man playing with his dog on the floor
frame0-01-32.52.jpg,a man and dog playing with a toy while looking at each other,a man playing with a small white dog on the floor,man playing with his dog in the living room
frame0-01-32.68.jpg,a man in a blue shirt playing with a dog on the floor,"a person playing with their dog, with another playing with toys",a man kneeling down with his dog in front of him
frame0-01-32.84.jpg,a man in blue shirt with a dog playing with toys,a man plays with his small dog and chews on his toys,a young man playing with a dog on the floor
frame0-01-33.00.jpg,a man kneeling down with two dogs playing together,the man is playing with a toy dog and a puppy,a man playing with a dog while wearing a collar
frame0-01-33.20.jpg,a man plays with his dog on the floor,a person with a dog and toy car on the floor,a man and his dog play with toy cars
frame0-01-33.36.jpg,a man is petting his small dog on the living room floor,a small dog playing with a person's shoes,two people playing with a dog on the floor
frame0-01-33.52.jpg,a man and his dog with frisbees in their mouth,a white dog plays with a toy that someone is holding,dog has toys in mouth while owner pets them
frame0-01-33.68.jpg,a dog is playing with his owner's toy,the dog is standing on the wooden floor playing with his owner,a man is grooming a dog in front of a couch
frame0-01-33.84.jpg,a dog plays with a red toy on the floor,a white dog is walking with two chairs,a white dog is chewing on red object
frame0-01-34.00.jpg,there is a small white dog walking across the room,a dog is holding a red item in its mouth,a dog carries a red sock as he walks through the room
frame0-01-34.20.jpg,a white dog walking on the floor with red shoes,dog carrying a red frisbee on hardwood floor next to three chairs,a dog with a red toy in the room
frame0-01-34.36.jpg,a small white dog carrying onto a red toy,a dog chewing on some red and black rubbers,the dog is standing on top of the toy
frame0-01-34.52.jpg,a small white dog with a red toy is running on the floor,a small dog walking around a hardwood floor,a small dog is playing with an upside down skateboard
frame0-01-34.68.jpg,a small dog playing with a toy in a kitchen,a white dog with red wheels on a hardwood floor,a white dog holding a red object in its mouth
frame0-01-34.84.jpg,small white dog carrying a stuffed animal on top of a wood floor,a white dog with a stuffed animal toy,there is a small white dog walking on the wood floor
frame0-01-35.00.jpg,a dog that is playing with some stuffed animals,white dog holding red stuffed animal on wooden floor,a small dog is holding a stuffed animal toy
frame0-01-35.20.jpg,a small dog walking around holding a teddy bear,a dog is holding a stuffed toy in its mouth,a dog carrying a teddy bear in his mouth
frame0-01-35.36.jpg,a white dog holding a red stuffed animal,a small white dog carrying an orange stuffed animal,a dog playing with a toy on the floor
frame0-01-35.52.jpg,a white dog carrying an orange stuffed toy on his shoulder,a dog standing on a wooden floor holding onto a stuffed animal,a small dog is standing on a hardwood floor
frame0-01-35.68.jpg,a small white dog holding a red ball,white dog walking along hardwood flooring in a kitchen,a small white dog running along a hard wood floor
frame0-01-35.84.jpg,a dog is on the floor with his owner,the white dog is carrying something in its mouth,a dog is looking down at a piece of food
frame0-01-36.00.jpg,a white dog standing on top of a hard wood floor,a white dog standing on a wooden floor next to a table,white dog walking in a room with wooden floors
frame0-01-36.20.jpg,a small white dog with a bright orange collar,a white dog with red collar standing in the kitchen,a dog stands near the floor looking for something on the wooden table
frame0-01-36.36.jpg,the small white dog is standing on a hard wood floor,small dog looking at wooden floor while standing in room,the dog is trying to find something in the room
frame0-01-36.52.jpg,a dog walking across a wooden floor with its head on an orange shoe,the dog is walking around in its owners shoes,there is a small dog standing on a wooden floor
frame0-01-36.68.jpg,small white dog looking down at his toy,a white dog chewing on a red shoe,a small white dog playing with a shoe
frame0-01-36.84.jpg,a white dog has a stuffed red object in its mouth,a white dog on a wooden floor has a toy,a small white dog standing on top of a hard wood floor
frame0-01-37.00.jpg,a small white dog playing with its toy,"a white dog wearing an orange rubber slipper, with his tongue out and mouth open",a white dog wearing a red toy with red shoes on the floor
frame0-01-37.20.jpg,a dog standing on top of a hard wood floor,a white dog has a toy in it's mouth,a small white dog playing with its toy
frame0-01-37.36.jpg,a dog playing with a shoe on the floor,a dog standing on a toy wearing a red and orange slippers,a dog on the floor with his toy
frame0-01-37.52.jpg,a white dog playing with a toy on the floor,white dog with headphones playing with a toy,a white dog on top of a shoe
frame0-01-37.68.jpg,a white dog is chewing on some toys,a white dog chews on a toy while standing on the floor,the small dog is chewing on the bone
frame0-01-37.84.jpg,the small white dog is sniffing the stuffed toy,a small white dog playing with a red toy,white dog standing on hardwood looking at a red object
frame0-01-38.00.jpg,small dog plays with toy in room on wood floor,white dog holding a red stuffed toy with brown shoes,a dog has it's mouth on a small stuffed dog toy
frame0-01-38.20.jpg,a small dog playing with a stuffed animal,the dog walks past a dog toy on the floor,a dog is playing with a stuffed toy
frame0-01-38.36.jpg,the dog is walking in to the room with his toys,a white dog standing on top of a hardwood floor,dog looking at stuffed animal on hard wood floor
frame0-01-38.52.jpg,a dog stands on a wooden floor with his nose to another dog's ear,a small white dog standing on the floor with toys,a dog holding a toy in it's mouth and on the ground
frame0-01-38.68.jpg,a small white dog standing on a wooden floor,a white dog wearing a red collar and a red ball is on the floor,a dog is standing with his toy on the floor
frame0-01-38.84.jpg,a small white dog standing next to a red object,the white dog is looking up at the camera,dog standing in living room looking at red slippers
frame0-01-39.00.jpg,a white dog on a hard wood floor chewing on something,a white dog is standing and smiling while it's eating something,a small white dog with its mouth open standing in front of a television
frame0-01-39.20.jpg,a white dog with a red collar on wooden flooring,the dog is on the floor panting and looking at something,a white dog standing on top of a wooden floor
frame0-01-39.36.jpg,a small white dog has it's tongue out,the small white dog has his tongue open,a white dog standing on a wooden floor
frame0-01-39.52.jpg,white dog standing on hard wood floor with mouth open,a white dog sitting on top of a wood floor,dog sitting on wooden floor in home
frame0-01-39.68.jpg,small white dog with its tongue hanging out on wood floor,a white dog standing on a hard wood floor,there is a dog that is standing on a wood floor
frame0-01-39.84.jpg,a small dog standing on the wooden floor,a small white dog standing on a hard wood floor,white dog standing in the middle of a wood floor
frame0-01-40.00.jpg,a small white dog is on a wood floor,a white dog with his mouth open looking like hes laughing,a small white dog is on the wooden floor
frame0-01-40.20.jpg,small white dog standing on top of a hard wood floor,white dog on hardwood floor looking up at camera,"a dog standing in a room, making funny face"
frame0-01-40.36.jpg,a white dog wearing a red collar walking towards the camera,an adorable little white dog standing in a living room,a small dog standing on top of a wooden floor
frame0-01-40.52.jpg,white dog with red collar in room near some table,a dog standing on the floor with it's mouth wide open,an adorable small white dog standing on a hard wood floor
frame0-01-40.68.jpg,small dog standing next to wooden floors in a room,a small white dog standing on top of a hard wood floor,a white dog standing on top of a wooden floor
frame0-01-40.84.jpg,white fluffy dog looking at camera on wooden floor,a dog standing on top of a hard wood floor,a dog sitting on a wooden floor with a ball in its mouth
frame0-01-41.00.jpg,there is a white dog with its tongue out,a white dog standing on a wooden floor,there is a small white dog standing on the floor
frame0-01-41.20.jpg,the dog is panting with it's tongue out,a dog on the ground with its tongue open,small white dog standing on wooden flooring with its tongue hanging out
frame0-01-41.36.jpg,a picture of some scissors taken on a white background,a pair of scissors with some metal tips on it,some metal objects sitting in the middle of a white wall
frame0-01-41.52.jpg,these scissors are made of steel and have round shaped handles,two different scissors are shown on the same device,the plastic objects appear to have holes in them
frame0-01-41.68.jpg,a couple of large scissors hanging from hooks,scissors in the middle of different shapes,there are two pairs of pliers with curved handles
frame0-01-41.84.jpg,a pair of scissors with holes in the bottom left hand side,the two scissors are hanging from hooks,two pairs of scissors on display against a white background
frame0-01-42.00.jpg,pair of scissors sitting on a white surface,an ear opener and scissors set on a white background,two scissors cut apart on a white background
frame0-01-42.20.jpg,two scissors with open handles and hooks hanging,a pair of scissors are in action on the table,the scissors are all brown and are open
frame0-01-42.36.jpg,two pairs of scissors sitting side by side on top of each other,the scissors are shown next to each other,two scissors are holding handles to open
frame0-01-42.52.jpg,some brown scissors with one closed and the other partially opened,a pair of scissors with their handles pulled up,some scissors are seen on white background
frame0-01-42.68.jpg,two scissors are shown next to each other,a pair of scissors with handles attached to them,a pair of scissors cut in half on hooks
frame0-01-42.84.jpg,"two pairs of scissors, one with scissors handle and the other without them",two pairs of scissors with hooks hanging from each side,some sort of pair of scissors that are on white
frame0-01-43.00.jpg,scissors on a white background are one for each others,the pair of scissors have a hole cut in them,pair of scissors with handles and metal handles on white background
frame0-01-43.20.jpg,the pair of scissors has long blades,two pairs of scissors that are sitting on some hooks,a pair of scissors are hanging on the handles
frame0-01-43.36.jpg,a pair of scissors are open on a hook,two pairs of scissors with two handles on hooks,"two pairs of scissors, one with an eye on it"
frame0-01-43.52.jpg,a pair of scissors sitting in the middle of a white background,two pair of scissors that are sitting side by side,two scissors are shown side by side on a white background
frame0-01-43.68.jpg,three different scissors on the left and right sides,the scissors are open on the hanger,a pair of scissors that are sitting in the ground
frame0-01-43.84.jpg,two scissors that are open and one has a clip,some scissors are standing next to each other,a pair of scissors hanging on hooks
frame0-01-44.00.jpg,scissors are set up in three different angles,two pairs of scissors with two handles and one side opened,a couple of scissors on top of each other
frame0-01-44.20.jpg,the scissors have small holes and are both for cutting,two scissors cut into two pieces in different shapes,a pair of scissors next to each other
frame0-01-44.36.jpg,"two large brown scissors, one is open",a couple of scissors sit on top of each other,two brown scissors with holes in them and metal handles
frame0-01-44.52.jpg,a pair of brown scissors with handles,two pairs of scissors hanging next to each other,a pair of scissors sitting next to each other
frame0-01-44.68.jpg,a pair of scissors with a handle and hook,two pairs of scissors with handles on white background,pair of brown scissors sitting next to each other
frame0-01-44.84.jpg,an object that looks like a pair of scissors,"two scissors with handle, on a white background",a close up view of two scissors hanging
frame0-01-45.00.jpg,a couple of scissors in brown and white color,a pair of scissors shaped like the shape of a bird's wings,two pairs of scissors cut into the shape of each one
frame0-01-45.20.jpg,a pair of scissors sitting on top of each other,an orange scissors with a plastic handle attached,a pair of scissors next to each other
frame0-01-45.36.jpg,a pair of scissors hanging on a wall,two scissors with holes on each of them,two pairs of scissors that have handles attached to them
frame0-01-45.52.jpg,a pair of scissors are next to each other,some scissors are shown next to each other,some type of scissors hanging upside down
frame0-01-45.68.jpg,a couple of scissors that are in side by side,pair of scissors with one opened and another with small handles,two scissors that are standing next to each other
frame0-01-45.84.jpg,a pair of scissors is being held together,two open metal scissors in a set on a white background,two pairs of scissors with holes for holding them together
frame0-01-46.00.jpg,a couple of scissors on a hook that is attached to a pair of scissors,three tools are sitting on top of each other,two brown scissors are on a white background
frame0-01-46.20.jpg,two scissors in different shapes and sizes sitting next to each other,pair of scissors is shaped like a large wing,a pair of scissors is being held close together
frame0-01-46.36.jpg,pair of scissors with handles and hooks attached to them,three scissors have been used to cut and style different objects,two pairs of scissors that are next to each other
frame0-01-46.52.jpg,scissors in different colors that are on some stand,two open scissors one black and the other brown,two pairs of scissors sitting next to each other
frame0-01-46.68.jpg,"two pairs of scissors, with some handles",a pair of scissors are hanging on the wall,some brown scissors are sitting next to each other
frame0-01-46.84.jpg,two pairs of scissors are next to each other,"scissors, with a small cutting tool stuck inside the handles",a couple of scissors are being displayed on a white background
frame0-01-47.00.jpg,a pair of scissors are shown next to each other,two scissors are seen in this graphic illustration,the two pairs of scissors are all different colors
frame0-01-47.20.jpg,a pair of scissors hanging on the side of each other,a pair of scissors sitting next to each other,two pairs of scissors on a white background
frame0-01-47.36.jpg,a smiling woman holds a cell phone,a woman in blue shirt holding cell phone,a woman is holding a small item in her hands
frame0-01-47.52.jpg,a smiling lady in a blue shirt holding something,a smiling woman wearing blue is holding something,a smiling woman holding a phone while standing
frame0-01-47.68.jpg,a woman is holding a remote control in her hands,a woman is holding a cell phone and gesturing,a lady talking with a cell phone that looks like she is looking at the screen
frame0-01-47.84.jpg,a woman is using her cell phone for a chat,woman looking at the camera holding a smart phone,woman holding an old style cellphone in her right hand
frame0-01-48.00.jpg,a woman holding a smart phone and wearing blue shirt,a woman with a blue blouse holding something,a woman looking sideways while holding onto a cell phone
frame0-01-48.20.jpg,woman in blue shirt holding phone in hand,a lady in a blue shirt holds up a cell phone,a woman is holding a cell phone in her hand
frame0-01-48.36.jpg,a woman using a smart phone with a surprised look on her face,the woman in blue is holding a small cell phone,a woman with dark hair holding a cell phone
frame0-01-48.52.jpg,a woman holds a cellphone as she talks to someone,a woman holding up a cell phone in her hand,a woman holding a cellphone with her hand
frame0-01-48.68.jpg,a woman in a blue shirt is holding a camera,the woman is opening her mouth to speak,a woman with her hands open showing the open mouth and laughing
frame0-01-48.84.jpg,a woman holding something in her hands and wearing a blue shirt,a woman holds a vase with her hands in front of her face,a woman with dark hair holding an object in her hands
frame0-01-49.00.jpg,a lady wearing a blue shirt is looking at her cell phone,a woman is holding a lizard in her hands,the woman is holding a remote and a white background
frame0-01-49.20.jpg,an overweight woman is holding a small cell phone,a woman looks at her cellphone with a funny expression,a woman standing in front of a white backdrop holding a cell phone
frame0-01-49.36.jpg,woman in blue shirt holding up cell phone to her chest,a woman is holding a cellphone in her hands,a woman in a blue shirt looking at her phone
frame0-01-49.52.jpg,the woman has a blue shirt on and holds a small object,a woman in blue shirt holding a lizard in her right hand,a woman in blue shirt holding up a brown object
frame0-01-49.68.jpg,an image of a woman holding something in her hand,the woman has a very wide - ranging look on her face,a woman holding up her cell phone showing a picture of her face
frame0-01-49.84.jpg,this is a beautiful lady making a funny face,an attractive woman standing with her mouth open and holding something,a woman making a silly face holding a knife
frame0-01-50.00.jpg,a woman in a blue shirt with a cellphone,woman holding cell phone showing surprised look in camera,the woman is speaking with a finger pointing at a video screen
frame0-01-50.20.jpg,a woman with long dark hair is holding a small object,a woman holding a cell phone up to her ear,a woman holding up two birds with one hand
frame0-01-50.36.jpg,a woman making an obscene face while holding a cell phone,a woman that is holding a smart phone,a woman holding a remote in her hand
frame0-01-50.52.jpg,a woman looking at her cell phone with a surprised look,woman looking at camera and holding her cell phone,woman holding a brown cell phone with white background
frame0-01-50.68.jpg,a woman with long dark hair holding a cell phone,a woman holding a small scissors in her hands,a woman in a blue shirt holding something with her finger
frame0-01-50.84.jpg,a woman in a blue top holding a green object,a woman holding a pair of scissors and making a surprised face,a woman holds a piece of a piece of glass in her hand
frame0-01-51.00.jpg,a woman making a surprised face while holding a cell phone,a woman talking into a cell phone in front of her,a close up of a person holding a remote
frame0-01-51.20.jpg,a woman in blue is holding a cellphone,a woman holding an object and making a silly face,a woman holding a cell phone with her fingers together
frame0-01-51.36.jpg,a lady that is talking with her hand,the woman holds an open pair of scissors,a woman holding up a piece of cell phone with both hands
frame0-01-51.52.jpg,a woman standing with a remote in her hand,a woman holding a phone while standing in front of a white background,a woman wearing a blue shirt holds a smart device
frame0-01-51.68.jpg,a woman holding up two cell phones to speak,a woman holding an object with her finger,a woman holding up an umbrella in one hand and a pen in the other
frame0-01-51.84.jpg,a woman holding something and showing it off,woman wearing blue shirt holding a small device,an image of woman talking on the phone
frame0-01-52.00.jpg,a woman standing holding a cell phone in her hands,woman using cell phone and smiling for camera,a smiling woman holds a cell phone in her hand
frame0-01-52.20.jpg,woman holding an object while wearing a blue shirt,a woman with long brown hair holding a cellphone,woman in a blue shirt holding an old telephone
frame0-01-52.36.jpg,a woman in a blue blouse holding a banana,a woman standing in front of a white wall talking on a microphone,a woman in a blue blouse is holding a banana
frame0-01-52.52.jpg,a woman talking to a group of people,the woman is wearing a shirt and holding a wine bottle,a woman holding an apple in her right hand
frame0-01-52.68.jpg,a woman holding something that she is using,a woman with her mouth open holding an electronic device,a woman holding two cigarettes on her hands
frame0-01-52.84.jpg,a woman in a blue shirt is holding a banana,a close up of a person holding an object,a woman with a pen and paper in her hand
frame0-01-53.00.jpg,a woman in a blue blouse holding a cigarette,a woman is sitting down holding a cigarette in her hand,a woman with short hair and blue shirt holding a cigarette
frame0-01-53.20.jpg,an image of a woman holding something in her hand,a woman is standing in front of the camera,a woman with dark hair and blue shirt on
frame0-01-53.36.jpg,a woman holding something while wearing a necklace,a woman in blue shirt holding up her hands,a woman with her hands in the air
frame0-01-53.52.jpg,a woman holding a cell phone and showing the screen,a woman holding a cigarette standing up,a woman who is holding a cellphone with her fingers
frame0-01-53.68.jpg,a woman with short hair is holding a phone,a woman in a blue shirt holding some scissors,woman holding a cell phone looking up while pointing at it
